No_cuenta: 4291  Nombre: Audrye Coverly   Saldo: 30344.24
No_cuenta: 3594  Nombre: Rachel Penelli   Saldo: 36711.58
No_cuenta: 2573  Nombre: Vivi Schachter   Saldo: 21309.87
No_cuenta: 8132  Nombre: Curt Pude   Saldo: 24863.00
No_cuenta: 3373  Nombre: Arly Dowson   Saldo: 21029.08
No_cuenta: 3429  Nombre: George Joire   Saldo: 37735.76
No_cuenta: 7261  Nombre: Brendis Jordison   Saldo: 29253.88
No_cuenta: 5369  Nombre: Novelia Lilion   Saldo: 42606.13
No_cuenta: 8805  Nombre: Royce Kingsley   Saldo: 21248.29
No_cuenta: 6871  Nombre: Carley Brownstein   Saldo: 19903.87
No_cuenta: 1053  Nombre: Blondelle Gilffilland   Saldo: 31993.79
No_cuenta: 6375  Nombre: Bing Spurman   Saldo: 19893.12
No_cuenta: 3253  Nombre: Dale Latehouse   Saldo: 42901.12
No_cuenta: 7098  Nombre: Yanaton Cranshaw   Saldo: 23386.65
No_cuenta: 9311  Nombre: Lanna Vasnetsov   Saldo: 10303.41
No_cuenta: 8430  Nombre: Uriah Canton   Saldo: 15143.86
No_cuenta: 8277  Nombre: Gwyneth Mendus   Saldo: 22171.24
No_cuenta: 1112  Nombre: Fleming Hemphrey   Saldo: 9268.97
No_cuenta: 9306  Nombre: Annalise Featherston   Saldo: 46487.69
No_cuenta: 1387  Nombre: Tamiko Cockshutt   Saldo: 11741.65
No_cuenta: 4775  Nombre: Fara Bremmer   Saldo: 0.00
No_cuenta: 5843  Nombre: Dorena Navarre   Saldo: 9273.02
No_cuenta: 1944  Nombre: Charlie Morby   Saldo: 31038.43
No_cuenta: 4895  Nombre: Aurea Taffley   Saldo: 34037.34
No_cuenta: 1156  Nombre: Hamil Sivorn   Saldo: 13615.40
No_cuenta: 6219  Nombre: Emma Bennington   Saldo: 8523.69
No_cuenta: 5118  Nombre: Lola Skones   Saldo: 33458.55
No_cuenta: 5709  Nombre: Clementius Dreghorn   Saldo: 19851.78
No_cuenta: 5086  Nombre: Kellina Ivshin   Saldo: 17780.88
No_cuenta: 3959  Nombre: Meaghan Scandrett   Saldo: 500.36
No_cuenta: 1002  Nombre: Esra Shatford   Saldo: 0.00
No_cuenta: 9989  Nombre: Giusto Levison   Saldo: 38956.18
No_cuenta: 5630  Nombre: Michaela Telling   Saldo: 45990.40
No_cuenta: 1001  Nombre: Fanchon Drable   Saldo: 18000.76
